Client_ID;Debt_capacity;Income;SMS_usage;Debt_1M;Min_callcenter;client_time;MB_usage;OTT_usage;Debt;APP_usage;VAS_usage;Min_In_3M;Avg_susp_time;Avg_days;Min_Out_3M;Churn
42;50.1792392;47.7912051;49.89995409;50.92434406;51.71476596;52.67615131;49.48056564;51.2888314;48.65230495;50.2750055;51.22072375;48.84226747;50.10800795;49.33446283;48.19583217;1
43;49.0525968;46.90627642;50.11330479;50.18597937;51.29826365;52.20539385;51.92437549;49.45224981;49.89363463;53.55439862;50.54507396;48.36446708;49.81304142;50.94639618;50.43816353;2
44;47.65123249;54.44539415;49.42104722;51.27632662;48.85548363;51.79840244;48.77250663;46.72418622;50.58311985;48.27776324;49.82335399;48.65039535;51.03530667;48.65241346;49.29995734;0
45;50.59368323;51.39128859;48.94777008;50.01422394;48.07809333;49.56282385;48.88138309;48.88298784;51.27253065;50.05058983;48.18581055;50.05282732;48.9590647;50.35985671;50.57483344;1
46;48.81988649;48.87812453;49.34565918;49.5961419;48.59997044;49.50859489;50.88622999;50.93087172;50.0331694;52.2222069;48.86848726;48.52345465;49.20437446;47.25309835;51.16454244;2
47;49.03061685;50.482956;50.89947488;50.08662367;48.65434579;47.4724415;47.93833918;50.94276334;49.20863789;49.4607195;50.4142095;51.7245373;49.51355528;48.74657022;51.11033038;0
48;51.43084466;46.3705419;49.98156236;49.50926357;52.16934302;50.49765042;52.09322535;51.04035371;50.80703962;50.3178696;50.37849994;51.49852284;49.77408837;50.53046988;48.82188842;2
49;48.34865641;50.88073257;52.61472983;48.72402605;48.47190027;48.85691815;45.74788824;48.43134313;52.37788848;51.33785129;51.24987484;51.48899997;48.95174495;48.58114792;52.21383914;2
50;49.90835956;50.92027589;50.78847944;50.56748597;45.49235237;47.70307993;49.90906755;49.97721865;47.60652396;47.3406972;48.05246536;52.54450407;49.26083007;48.81176637;48.70762286;0
51;51.84870799;52.70187318;49.48044635;50.04207004;50.48300041;51.26334696;49.82466431;49.11095225;50.57861539;48.91332186;49.41638795;48.12989346;50.16167835;48.5846718;49.56918029;1
52;49.32466907;49.92145864;51.19416036;50.07991018;50.26979296;49.13347574;47.60045512;49.24359358;48.22242875;50.8845685;49.75354267;51.51048622;49.75909369;49.23003914;51.49460907;0
53;50.61176346;50.87806506;51.73288865;50.34772361;48.6296699;47.1387835;47.98258227;50.7931242;49.27689779;47.90299634;50.44003812;52.93898156;49.7815558;49.72918063;50.24632431;0
54;49.15383473;53.63759391;51.46427104;50.76452704;46.73761778;52.84924168;48.25942366;46.99741487;51.48198659;48.66087884;50.29917888;47.82792294;50.10635129;50.5089885;48.29771179;0
55;49.44860899;49.25253973;48.49683735;50.74985865;47.65023879;50.19855297;47.93686333;47.16244861;49.40743234;54.08725194;49.32051734;50.08912043;51.52687311;49.33845415;52.64077696;2
56;50.7881453;51.55779214;49.9656124;51.84733025;47.49756395;49.04173632;48.83005364;47.73438357;50.46593033;49.97538989;49.91588463;51.30923313;50.54367165;50.22787544;50.82736313;1
57;49.36665101;47.0988074;50.43745263;49.91944739;51.65511517;52.91670907;52.15432011;50.38348624;48.74330153;54.22120496;49.77863424;46.26703611;50.49437376;49.15957447;50.60770654;2
58;49.04518248;52.84630781;49.88481222;49.07932972;46.45766308;50.86418749;47.97166681;46.49111582;52.41032839;51.58813337;48.38918335;48.49928667;47.72578431;47.88804035;51.41617051;1
59;49.74633255;48.54792226;50.17333845;50.66320839;48.03428949;50.11423361;50.1888217;49.94559176;50.26792989;53.96225037;50.97116637;47.9478369;50.33286569;50.38302415;52.04057599;2
60;49.92166905;50.41544137;49.28745956;47.96368024;50.53569022;50.75629221;48.0398784;49.37463091;49.27085702;52.4134604;48.71177442;48.30921661;48.76163494;50.69504043;51.91001485;1
61;47.70888138;49.40521668;50.9069876;51.77587311;50.13866509;48.88553371;49.38568974;50.79081763;50.54940624;49.32196918;49.41658889;51.53884446;48.93404344;47.87989162;49.95913784;2
62;49.35036982;49.36861978;49.21441559;47.92305866;49.61078994;49.80421511;48.42030004;48.25859733;49.07223943;53.41511816;49.92009685;50.0334755;49.81151954;50.16105398;52.68767316;2
63;48.79103642;48.28341512;49.87901702;48.16403752;46.63065333;50.08926663;47.929236;49.60581895;48.83421773;49.58947048;50.54871558;52.2786664;49.81042065;50.16375925;48.55526383;0
64;49.51231133;51.01217886;48.54890391;50.49963908;50.24546366;51.02554994;49.10753337;49.81494895;49.59881276;50.35153809;50.31034523;48.37388775;48.91108559;49.04855633;50.19102517;1
65;51.22132693;48.60454124;49.28476326;50.58698749;49.97153045;49.82895051;48.99144017;51.60416781;48.40456733;49.91336038;50.45603269;50.42341467;49.30947039;49.8429047;49.54012059;1
66;49.04224331;49.63682281;50.78083917;49.99756129;47.08137678;49.42791254;49.0401854;48.53385082;51.09812321;51.5598147;47.44709017;50.75020213;51.0318719;49.70980347;50.9802678;2
67;50.79314622;49.58901845;51.03051859;51.14827583;46.92034707;49.61697835;47.56377432;48.24686599;51.24183988;54.93627992;50.77559978;48.71428757;48.70795817;49.37707691;53.58381894;1
68;50.37570126;51.038349;48.59621599;48.9722462;51.04759511;47.38579955;50.48688829;50.09717391;51.12864346;52.48691988;50.99528271;49.30523852;51.22377296;50.82691374;53.96550544;0
69;49.52775155;48.12251238;48.52692102;50.00064846;50.68266594;52.63404656;51.36024183;51.8880607;50.60667523;50.19180462;51.57462641;47.44094347;51.1259839;49.84698275;47.84183187;1
70;50.03307346;53.34778537;50.39022747;50.333654;47.41741797;46.52517635;50.98314521;48.92202435;49.96362932;45.76429518;49.89016079;53.36341257;51.00089045;49.98913031;49.39507127;0
71;49.38592999;53.14915274;47.28276088;50.07786689;51.56053883;46.62895711;49.1323499;49.05999688;51.24974289;49.47350746;50.00902253;51.63609363;50.96357904;50.00726494;53.14532321;0
72;49.38107907;50.8244351;48.75129848;51.63745848;51.31121082;52.35710266;49.48564453;45.67524578;51.3911357;53.93660351;49.40343005;48.24246592;51.38137626;49.87777782;52.50971053;0
73;49.40522685;47.31700404;48.17775516;49.07508131;50.3841761;54.19869377;50.01871374;50.01274944;50.62920643;51.17125375;48.44203332;48.04262429;50.35744772;51.10072347;47.57196861;1
74;50.68099163;48.95302631;50.18422483;49.44714945;51.59406564;51.00105409;49.40680351;52.33105873;50.57007933;49.74615632;48.95844053;48.72022901;49.22238184;49.79834905;49.10757484;1
75;48.34533087;48.66228468;50.47911773;48.4038886;48.89216535;50.30676637;50.72008035;50.95623218;50.59775587;52.29168445;49.97684165;48.0565499;48.96797258;51.46063872;50.75206357;2
76;49.0069576;51.33495306;51.61778594;50.36466731;51.0749212;49.14896556;49.08317069;48.94524245;51.75257184;49.01769039;49.48248768;51.55085056;50.9470266;52.28168903;50.58898718;0
77;48.98322249;51.33161917;49.75966349;48.23816821;51.08780029;50.8752622;48.62310447;49.99855215;49.86520958;49.91907259;49.79671653;48.63766045;49.19140349;51.66679004;50.27237021;1
78;50.30084873;46.89524932;51.09489618;51.04972284;49.44865682;51.65312392;48.79068451;49.3186192;50.97112032;54.08023473;50.03664459;49.2036002;50.22412116;50.2009153;51.10650523;2
79;49.52958561;48.83194269;49.79947763;47.96572691;47.16345582;51.28927818;46.78641995;48.30868131;49.52374396;56.74446256;49.99522457;46.81861282;49.55287296;50.7916804;53.8566777;1
80;50.2596091;47.18629969;48.96720314;48.72832725;51.65758455;50.99088823;51.14562664;49.1774764;48.79477735;54.53009998;50.35829709;48.90822659;51.80919596;49.73775463;52.16227204;2
81;50.26335061;51.93153647;51.06150763;52.34350361;51.51383955;51.17530394;49.89069412;47.420296;50.06528911;50.17454728;51.03057194;49.51756657;51.48000217;49.03079059;50.60731499;0
82;49.82216963;50.70870928;50.43854763;51.2801739;48.508727;48.93767425;51.6560369;49.76745237;49.61633223;47.93639729;50.04116732;51.33134221;50.98747112;50.78218337;48.82368078;1
83;50.14416866;47.79406701;50.32323702;51.37505137;50.83653755;50.80211215;50.28377113;50.79828525;49.5596544;50.22604012;50.78380854;50.53641333;50.12329747;52.08985972;49.0121249;2
84;49.90627538;48.07449031;48.81361368;48.65203894;49.33102527;54.25415343;50.70283859;49.06297568;50.50171561;51.18067217;49.88050159;47.75133395;50.57491324;49.72969189;47.58616924;1
85;48.83537745;50.37687954;49.20522872;50.54921822;49.69895976;49.34907551;49.43677887;50.12219227;49.33688406;49.22285871;50.73631506;50.81426249;49.8901964;50.22539942;49.90491184;1
86;49.97340035;47.39294621;49.21594888;51.08699834;52.69816978;52.32870203;53.07535832;51.97186366;48.74060314;50.61097975;48.56272035;47.77222603;48.47680122;50.47118389;48.3120051;2
87;50.115765;47.18679971;47.95289191;49.46905213;50.11022969;52.11596112;48.98535834;50.02671868;50.11892547;51.07588292;51.35329786;50.25825072;49.23213543;47.9601625;48.70882121;1
88;49.20209739;51.88226496;49.94920977;50.59238046;51.71066701;51.19846043;48.37109626;49.65772403;50.53440033;49.1262719;49.06833485;48.90585704;50.22224397;48.95825564;49.84449996;1
89;47.93820824;50.20936491;47.60191675;50.36154164;54.32522953;54.27505496;47.98202612;49.53165534;50.0094373;49.11609223;50.24717364;48.41875074;51.48285672;49.99347271;48.02808422;1
90;51.0858207;51.03739538;50.40299268;50.64847322;46.64449762;50.77083217;46.59879221;45.9837408;49.59747302;57.32594168;51.09267197;46.74002417;48.84860458;51.27125282;55.43782114;1
91;51.02222006;52.04414342;48.49947294;50.81951461;49.30075132;51.47082106;47.48302748;47.49919908;50.08781665;54.49996267;51.69251397;46.19251493;49.64512756;51.77155258;53.59253139;1
92;49.76445868;47.76651758;49.2542423;47.86533316;50.2891598;52.27685355;48.39815097;49.09574671;50.38493747;51.08768659;48.6169468;50.56211401;51.58347968;50.40039656;48.97957993;1
93;49.95321666;46.8052082;50.25820251;50.94621488;51.41204788;51.32218047;47.93552921;48.10964163;52.15413006;55.39369256;50.3294756;50.11840683;49.2172583;50.08074403;52.8297919;2
94;49.49785293;49.82828222;49.56762417;50.39020265;49.26146655;49.20030886;49.03453291;50.41544265;49.41144483;47.58677569;49.69634834;52.49583387;49.46341819;51.07791369;48.47008523;0
95;51.11724597;52.64608945;50.28216951;50.15883344;50.11160516;48.52257135;50.37838718;47.06577503;49.8934763;51.26955575;50.39699593;50.25213162;49.94835468;51.05788697;52.93031383;0
96;51.84501593;49.01283806;49.65947579;49.4029855;47.85750792;50.06413636;51.16444167;50.75766005;49.60093772;52.05098815;50.48684346;48.01866321;50.50659993;50.32365116;50.58804796;2
97;51.82056927;48.56898786;51.08273503;49.40384067;48.84668073;51.8024395;50.89363586;50.76303257;49.83781979;50.68089785;48.24359306;48.19906091;50.06235384;50.57540574;48.59401594;1
98;49.66289853;50.14183237;50.77542126;50.45064378;47.26908841;50.44338752;44.90056222;46.80465897;49.34597639;57.45529085;50.14213642;47.62674656;49.95139655;49.56918015;55.66069534;1
99;49.19280921;49.57394609;49.74121656;49.95860065;48.98149566;49.96939072;44.75104513;47.98909919;49.94761572;55.21776351;50.91730046;49.53187726;48.48005062;51.93208448;54.3113037;1
100;46.77251188;48.96631499;49.35439935;49.54772909;50.06419367;49.95350378;51.66061018;52.4858196;50.69705142;49.99266923;50.84263019;48.41859545;50.63661759;51.32040476;49.36018995;2
101;50.73965662;47.49389503;50.10304227;50.85712;52.304391;50.54871871;49.23158336;49.21356985;48.99807493;52.28910516;49.84771121;51.31573834;50.68367894;49.81974238;51.13015234;2
102;49.51213617;47.62611642;50.03014795;48.53471201;49.56456375;56.48720844;52.44817365;47.89192439;49.53514966;51.29944958;50.49012573;46.69475525;50.40140888;49.20716838;46.15257128;1
103;49.81961795;48.53601298;48.57255912;49.89643801;50.36307592;49.89816001;49.97101941;50.24378577;50.23412849;51.83683304;47.7829826;49.89350214;49.68210186;47.57991564;51.00861815;2
104;49.9363404;51.10133327;49.86109797;50.74187498;46.38034736;46.87772511;49.36539496;49.10414932;49.35597028;52.27963415;50.14039942;50.35069204;51.54610734;48.95005611;53.3360884;0
105;49.90160263;52.61152504;50.78773041;50.48766127;49.75402063;47.23275035;49.88839572;49.86064712;49.31591022;49.13345701;49.45860764;50.7250924;50.28988576;50.07671707;51.85020982;0
106;49.87351077;51.14578615;49.11978537;49.26297398;48.21359012;49.26889777;50.15860345;48.57691137;52.36996964;52.11356884;51.06666116;48.87304456;48.63542801;50.44557067;52.15875112;0
107;49.09575749;48.86128119;51.5390824;50.72451753;47.68734965;49.73700696;48.29801836;49.38539033;50.27623445;51.44238584;49.40025424;50.86696395;51.39654464;49.55946458;50.58449812;2
108;50.89153451;50.14758895;49.39738181;51.07207263;47.73607582;48.39584408;51.1578672;50.32572109;50.51922148;48.27115217;48.706251;51.61785623;49.63105469;49.88881465;49.05614851;2
109;51.3445865;47.18752737;49.53085491;51.13584779;48.20255447;51.10883097;49.51851705;48.19323009;49.42061199;53.961029;52.01874013;50.05980274;48.72505599;49.64081952;51.16754499;2
110;51.73804951;49.91189659;50.37696686;49.24203382;48.50305235;48.47795466;47.57473081;49.92026658;52.19708015;49.08442568;50.09265307;52.6315348;49.51860066;49.18607389;50.09162545;0
111;50.3815763;50.54934419;50.14868522;50.7552398;49.01647226;48.34326178;50.25020933;50.06249086;50.51321013;49.16042174;49.96066195;51.28079791;51.43750435;49.8399622;50.2839897;2
112;50.56999519;50.77653612;50.03345877;48.39964521;49.71291105;50.17401287;48.02260877;49.0488936;50.88027432;51.74209855;48.74001084;49.14902475;48.80747359;50.22816349;51.71256677;1
113;48.9279392;48.99975917;48.49688305;51.08093459;48.91878115;49.03182621;51.03085523;50.5950308;52.4594875;52.58418258;50.4357859;48.83073293;51.31616953;51.03223543;51.83218868;2
114;50.68801325;50.2405502;50.70437356;47.82315709;49.90328207;48.07327464;51.07063943;51.10653841;50.10183336;47.2215861;50.15350432;52.2702095;49.17205371;49.05886003;48.87965153;2
115;50.2278208;46.80137999;49.90629856;48.62499275;52.16288281;55.21625201;49.87567498;48.23784025;48.41582139;50.79642776;49.80911559;49.73243436;48.76565012;48.86296746;46.97988403;1
116;49.32544257;50.85321024;50.61032339;49.80830945;52.05660905;47.43845192;51.68594504;49.58836462;50.1613126;50.28210108;49.55625825;51.33389826;51.30826587;49.64638666;52.28327786;0
117;50.22883559;50.22270545;50.66735011;48.18332872;48.30830894;50.52369142;50.12481685;49.81649036;52.08819313;51.06551454;48.75716193;48.42163213;49.22398769;50.52855798;50.24742513;1
118;49.35131068;51.84785573;51.03516147;50.59399932;49.16837389;51.30247715;47.92576311;47.83770418;48.77199875;53.03194127;48.4478634;47.19894434;49.56741035;51.49607777;52.39967446;1
119;50.63927437;48.49662374;50.44570018;50.09761661;49.38192005;50.06115298;51.08368445;51.08424053;50.76951968;52.42848189;49.25172694;48.16985378;49.57370086;50.03411735;50.99655035;2
120;50.8104438;53.18973705;49.51924505;50.22540416;50.01698086;50.07921676;50.26515497;48.32154006;49.50228837;49.78591808;51.30958414;48.50439271;48.80393535;49.58351276;51.00618678;1
121;49.29264318;51.31903593;49.10652879;50.12918564;50.46008751;51.98907025;50.68000058;50.63631205;52.13544145;48.54412339;51.51552811;47.52237134;51.3649681;50.92129446;48.1919129;0
122;50.47126396;50.14822562;49.80072573;48.93976714;47.25725232;45.98979704;47.76848197;50.97232694;49.30520322;51.65437135;50.39442076;51.45870975;49.58068447;50.39698597;53.26826935;0
123;48.99659416;49.90430102;49.76047192;50.14273245;47.69304252;48.51613615;47.41846765;51.47027519;51.57707648;47.81071219;49.19845882;52.18957799;51.81723257;48.99602123;48.85401537;0
124;49.63029961;51.56116655;49.5535778;47.69441394;50.30948379;48.127704;50.36850278;49.41087338;51.16220235;49.97142693;48.89118165;50.61532197;49.64469519;49.36229147;51.68544618;0
125;49.2599616;51.16298305;51.2053432;49.07102797;46.22503279;48.32603676;48.56700494;48.90389783;51.20344653;50.79391918;47.67328027;50.56639232;50.6305775;49.97740886;51.43428676;2
126;50.91467402;48.97136541;51.33731743;50.11005795;50.18715532;52.36815966;48.42453303;49.72618512;51.47298443;50.74188546;51.88916675;49.07883606;49.75149303;49.75373166;49.03792774;1
127;49.19903779;53.04198279;48.99463905;50.27875806;49.35408107;49.67939439;49.17458976;47.58894936;51.91052307;49.3545605;49.27917543;50.15266284;48.74044167;50.09183795;50.86734439;0
128;48.83178491;50.56427478;50.33043117;48.74275336;49.56493545;50.91180176;47.5991843;48.71899392;50.27320315;53.81400084;49.70267361;47.52298215;49.74081624;50.42119769;52.8324059;1
129;49.74826306;48.96299517;48.82259567;50.65133449;49.49718584;49.03290068;52.60204675;51.3287776;50.27370355;52.53432191;50.66339293;47.90684595;50.19758844;48.77583431;51.69949312;2
130;48.42756409;53.79591377;50.73408725;49.23816339;45.73474367;47.36813697;51.5797265;47.75101273;49.7373454;47.24393159;51.05173616;51.69394811;50.76700895;50.4337381;49.86382998;0
131;50.28278153;50.55657466;48.68308184;49.21918253;51.85652643;48.63585634;47.79741228;52.54764451;50.15097806;48.9058228;50.30551992;50.21290282;48.99561547;49.20342823;50.61797957;1
132;50.77452667;49.69579865;49.65512829;50.64165304;46.02123263;49.96911838;51.34325004;46.65981819;51.7819717;53.34798379;48.72775808;49.6545534;49.67215706;48.7776048;51.71280604;2
133;50.89035823;50.94763007;49.4972624;50.5259359;50.44410175;49.09675752;50.37773794;49.72723937;48.9541969;50.31278079;49.57312933;49.84328525;50.17678839;49.52511562;51.17393239;0
134;48.84496237;47.97267643;50.18862417;48.55418473;50.18912417;49.69567694;46.7870584;50.95645294;52.79191999;49.44001404;51.13044553;52.69501256;51.82147874;49.51105634;49.32821878;0
135;47.68903958;48.24291819;50.63415716;49.66481358;51.17784629;49.91060453;51.84625128;52.39226597;50.8734849;51.15752393;49.28315775;48.41902801;48.42575631;50.7891108;50.23439027;2
136;50.65017595;47.80303751;49.72678858;49.95081655;48.59135096;51.22270842;50.90164114;49.47229584;50.32719959;54.3448752;50.51731594;47.67343041;48.33440871;49.14627584;51.48962092;2
137;51.21245054;53.08673491;50.03463987;50.6547928;49.73723719;50.50728085;49.26791896;47.88461233;51.46645283;49.03195818;51.19679661;49.42649408;49.87293844;49.74346786;50.20773383;0
138;51.14561158;50.15732852;50.26869189;49.05320665;51.42246401;50.41053885;47.01380138;50.70684538;52.59747986;49.6465176;51.11386685;50.233214;49.81490864;48.63879306;50.10280476;1
139;48.95296328;49.15644528;49.56565227;50.81816231;49.69424228;48.80400672;50.63438134;51.30249204;49.97805753;48.24024637;49.7055402;51.80318906;50.17379932;48.22641851;48.83930866;2
140;50.99809432;51.959746;51.09415228;50.19409249;49.80062378;51.11135414;47.21110865;47.81419681;51.57406733;53.16372129;50.38756457;47.47298443;49.3019598;50.23296736;52.85551876;1
141;50.17799648;47.86253603;50.51540733;49.26211084;51.54542252;51.4750952;52.28927836;52.20846525;50.55247906;51.58381953;50.00139652;47.19203125;50.22957973;49.74265669;49.55699827;2
142;48.46384829;49.40257529;48.46728625;48.71621278;49.53267198;48.9621414;51.10721476;52.07338191;49.18663806;48.72156453;48.40138551;50.26238656;50.82652512;49.20047199;49.0844599;2
143;50.75976487;48.93470592;49.88562813;51.23012594;47.68419741;48.9999904;50.45916281;49.42788997;50.69066163;54.88788842;48.09382058;48.15027974;49.49176063;49.84367896;53.46783765;2
144;52.16798118;53.26029907;48.15187274;51.33880508;48.60886585;47.92416491;50.37790778;48.99863481;47.01819318;50.36641041;49.35796886;49.03099291;49.65123145;50.24355093;52.39379811;0
145;50.20609342;51.91411227;47.94811641;50.00725377;49.92767118;49.25596485;51.37191438;49.74632158;49.49417745;46.87285953;50.93589579;51.05490123;50.84183777;49.50343786;48.57552379;1
